window,profit
14,8.697955853516191
18,6.993729261620496
15,6.433266859931436
17,6.414802386596477
13,5.83906858054363
12,4.601661870739359
11,4.132920403778857
16,3.5862771873030024
10,3.2162578519588028
9,2.8073627904183067
