window,profit
11,2.3626852254115454
9,2.3411221898278534
10,2.2870090019577485
12,2.034150922486234
18,1.736090158272381
13,1.4258997639861775
17,1.375896806040403
16,1.3279854029615796
14,1.0815229745443495
15,1.044731301840049
