long,short,signal,profit,numero_operaciones,return_factor,ganancia_total
23,24,24,8.395278149699353,19,1.0022320961254285,4.240982638314252
22,24,24,8.10710934792923,19,1.0021451189417607,4.075725989345533
23,24,23,8.10710934792923,19,1.0021451189417607,4.075725989345533
22,24,23,7.679159126094313,20,1.0020706770500816,4.141354100163195
22,23,24,7.679159126094313,20,1.0020706770500816,4.141354100163195
23,24,22,7.679159126094313,20,1.0020706770500816,4.141354100163195
21,24,24,7.659469517050937,20,1.002064572865288,4.129145730576099
22,23,23,7.360720564083163,20,1.0020404215977368,4.080843195473578
22,24,22,7.360720564083163,20,1.0020404215977368,4.080843195473578
21,24,22,7.057964985848205,21,1.0019118242349316,4.014830893356044
22,24,21,7.057964985848205,21,1.0019118242349316,4.014830893356044
22,23,22,7.057964985848205,21,1.0019118242349316,4.014830893356044
21,22,24,7.057964985848205,21,1.0019118242349316,4.014830893356044
21,23,23,7.057964985848205,21,1.0019118242349316,4.014830893356044
20,24,24,6.96314934711675,20,1.0019759965827162,3.951993165432294
21,24,23,6.916478643720389,20,1.0019605314073439,3.921062814687764
21,23,24,6.916478643720389,20,1.0019605314073439,3.921062814687764
23,24,21,6.916478643720389,20,1.0019605314073439,3.921062814687764
19,24,23,6.7097608055538105,21,1.0020305985628766,4.264256982040942
19,23,24,6.7097608055538105,21,1.0020305985628766,4.264256982040942
23,24,19,6.7097608055538105,21,1.0020305985628766,4.264256982040942
21,23,22,6.645749861309969,21,1.0020078339435141,4.216451281379483
21,24,21,6.645749861309969,21,1.0020078339435141,4.216451281379483
20,24,22,6.645749861309969,21,1.0020078339435141,4.216451281379483
22,24,20,6.645749861309969,21,1.0020078339435141,4.216451281379483
21,22,23,6.645749861309969,21,1.0020078339435141,4.216451281379483
22,23,21,6.645749861309969,21,1.0020078339435141,4.216451281379483
20,23,23,6.645749861309969,21,1.0020078339435141,4.216451281379483
20,22,24,6.645749861309969,21,1.0020078339435141,4.216451281379483
21,22,21,6.494619050873694,22,1.0020244836632657,4.453864059184609
19,24,24,6.493214981974146,21,1.001953586993893,4.102532687174999
18,23,23,6.492276565841324,21,1.0021199834630603,4.451965272426463
18,24,22,6.492276565841324,21,1.0021199834630603,4.451965272426463
22,24,18,6.492276565841324,21,1.0021199834630603,4.451965272426463
23,24,17,6.492276565841324,21,1.0021199834630603,4.451965272426463
17,23,24,6.492276565841324,21,1.0021199834630603,4.451965272426463
17,24,23,6.492276565841324,21,1.0021199834630603,4.451965272426463
18,22,24,6.492276565841324,21,1.0021199834630603,4.451965272426463
20,22,22,6.480381687582819,22,1.0020192379293718,4.44232344461758
19,24,21,6.480381687582819,22,1.0020192379293718,4.44232344461758
20,23,21,6.480381687582819,22,1.0020192379293718,4.44232344461758
21,24,19,6.480381687582819,22,1.0020192379293718,4.44232344461758
20,24,20,6.480381687582819,22,1.0020192379293718,4.44232344461758
22,23,19,6.480381687582819,22,1.0020192379293718,4.44232344461758
19,22,23,6.480381687582819,22,1.0020192379293718,4.44232344461758
21,23,20,6.480381687582819,22,1.0020192379293718,4.44232344461758
19,21,24,6.480381687582819,22,1.0020192379293718,4.44232344461758
20,21,23,6.480381687582819,22,1.0020192379293718,4.44232344461758
19,23,22,6.480381687582819,22,1.0020192379293718,4.44232344461758
20,23,24,6.425113810844213,21,1.0019293677411192,4.051672256350381
