buffer,window,rmse,mape,directional_accuracy_thr,directional_accuracy_quantile
490,1,29.893892746483818,0.1331407475191667,0.995475113122172,0.4
460,1,29.90011178218039,0.13281156046038017,0.995475113122172,0.4
280,7,29.9821061776807,0.13529985590504642,0.9950738916256158,0.6829268292682927
470,1,30.08945464289411,0.13270331784016895,0.995475113122172,0.4888888888888889
460,4,30.11715051885622,0.13332225564574054,0.9952830188679245,0.6046511627906976
430,1,30.11746575833844,0.134105657435899,0.995475113122172,0.4
280,6,30.121203166268522,0.1364816681556905,0.9951456310679612,0.6904761904761905
370,6,30.13251660661743,0.1321805768647819,0.9951456310679612,0.5476190476190477
380,7,30.18241055495894,0.13496863447317245,0.9950738916256158,0.6341463414634146
370,4,30.18603329816754,0.13288141058086336,0.9952830188679245,0.4883720930232558
400,1,30.19672308547487,0.13500215525903084,0.995475113122172,0.4444444444444444
480,1,30.210026440951854,0.13342864464839543,0.995475113122172,0.5111111111111111
380,6,30.214917459103397,0.13466585329194486,0.9951456310679612,0.6428571428571429
370,7,30.238251657908226,0.1332082604726264,0.9950738916256158,0.5853658536585366
370,1,30.240194888636857,0.1361802965976775,0.995475113122172,0.4444444444444444
460,5,30.246482185006258,0.1338033592758904,0.9952153110047847,0.6190476190476191
490,4,30.256931994213286,0.1344484058990351,0.9952830188679245,0.6046511627906976
380,4,30.2706829641282,0.135310367521518,0.9952830188679245,0.5581395348837209
280,4,30.27681410099138,0.1363763268481101,0.9952830188679245,0.5813953488372093
460,6,30.288865452049148,0.13408498905711214,0.9951456310679612,0.6190476190476191
370,5,30.293559964685866,0.13285079830813723,0.9952153110047847,0.5
460,3,30.30993092961088,0.13423391817636873,0.9953488372093023,0.6046511627906976
490,3,30.320284058106633,0.1344891843391402,0.9953488372093023,0.5813953488372093
280,8,30.32760456017682,0.13595289619020517,0.995,0.675
380,1,30.334133833001417,0.13569941420246145,0.995475113122172,0.4666666666666667
380,5,30.335703260178054,0.13510288009464352,0.9952153110047847,0.6190476190476191
370,3,30.352438804349994,0.13375502773793904,0.9953488372093023,0.4883720930232558
280,5,30.35444641683158,0.13680995922830544,0.9952153110047847,0.5714285714285714
380,9,30.3592230669355,0.13624817080353438,0.9949238578680203,0.65
380,8,30.36550030667848,0.13601241846801343,0.995,0.6
310,7,30.36674671572132,0.13615312449595107,0.9950738916256158,0.4878048780487805
310,1,30.383138917368747,0.13802552945611768,0.995475113122172,0.5111111111111111
490,5,30.3874601671235,0.13496005533493588,0.9952153110047847,0.5952380952380952
