buffer,window,rmse,mape,directional_accuracy_thr,directional_accuracy_quantile
180,2,103.30860471822245,0.13975067500593194,0.8469945355191257,0.5405405405405406
230,1,103.64421615495004,0.1398865243109945,0.8494623655913979,0.42105263157894735
230,2,103.67235195801149,0.1396715187780182,0.8469945355191257,0.4864864864864865
440,1,103.82528138791365,0.13738101663756414,0.8494623655913979,0.21052631578947367
210,2,104.109138885376,0.14392871414353645,0.8469945355191257,0.4864864864864865
220,1,104.17292673250526,0.141864017329348,0.8494623655913979,0.42105263157894735
180,1,104.48586374985994,0.14347180408748944,0.8494623655913979,0.5263157894736842
190,1,104.75608620132773,0.14367598823218977,0.8494623655913979,0.5263157894736842
250,1,104.76011259604796,0.14175951835446848,0.8494623655913979,0.4473684210526316
180,3,104.79941168071886,0.14373431464346037,0.8444444444444444,0.5
200,2,104.88672177412712,0.14396101678515866,0.8469945355191257,0.4864864864864865
190,3,104.96569474885392,0.14169693191128052,0.8444444444444444,0.4722222222222222
150,2,104.98024641572145,0.14273226526346572,0.8469945355191257,0.5405405405405406
200,1,105.0133078036183,0.14521819736702285,0.8494623655913979,0.47368421052631576
280,1,105.09149685654006,0.14033033765799438,0.8494623655913979,0.42105263157894735
260,1,105.09922831412995,0.1429863349658999,0.8494623655913979,0.42105263157894735
440,2,105.18273214552246,0.1384537303519608,0.8469945355191257,0.2702702702702703
130,1,105.24126923306525,0.14435084128214817,0.8494623655913979,0.5
430,1,105.28471971550657,0.14070505581059373,0.8494623655913979,0.21052631578947367
210,1,105.33069514157317,0.14727891046239677,0.8494623655913979,0.42105263157894735
160,1,105.41548027524988,0.14595856092007126,0.8494623655913979,0.5263157894736842
190,2,105.45041450528689,0.14412257254373112,0.8469945355191257,0.4864864864864865
210,3,105.50809848361168,0.14644899039582335,0.8444444444444444,0.4166666666666667
360,2,105.53530964530559,0.14013555990486698,0.8469945355191257,0.21621621621621623
150,1,105.57259256376642,0.14547502912474256,0.8494623655913979,0.5789473684210527
360,1,105.66015507716571,0.1418239750972337,0.8494623655913979,0.21052631578947367
130,2,105.7435514231163,0.14315746308820052,0.8469945355191257,0.4864864864864865
260,2,105.79512263322547,0.14328976328468393,0.8469945355191257,0.43243243243243246
290,1,105.8047491796751,0.1424388786953362,0.8494623655913979,0.39473684210526316
390,2,105.885578861342,0.14190561286834072,0.8469945355191257,0.2702702702702703
430,2,105.92465330737961,0.14138067303169827,0.8469945355191257,0.1891891891891892
300,1,105.98259391995951,0.14243737843775675,0.8494623655913979,0.2631578947368421
300,2,105.99950521354347,0.140866719633008,0.8469945355191257,0.16216216216216217
240,1,106.03020056506526,0.14487090419584067,0.8494623655913979,0.4473684210526316
400,1,106.09008887969338,0.14331486700684212,0.8494623655913979,0.21052631578947367
410,1,106.11099722786173,0.14307584947092425,0.8494623655913979,0.23684210526315788
330,1,106.12534289992266,0.142470378210656,0.8494623655913979,0.21052631578947367
270,1,106.16993306429015,0.1445688229063291,0.8494623655913979,0.2894736842105263
420,2,106.30586994524549,0.14145259874303714,0.8469945355191257,0.2972972972972973
330,2,106.30732654327416,0.14136569888186962,0.8469945355191257,0.16216216216216217
160,2,106.30886772306371,0.14724654338492665,0.8469945355191257,0.5405405405405406
390,1,106.37408453174069,0.14426811986768182,0.8494623655913979,0.21052631578947367
