buffer,neurons,learning_rate,batch_size,rmse,directional_acc_thr,directional_acc_quantile
400,8,0.0001,2,28.5634775453561,0.995475113122172,0.5319148936170213
400,8,0.0001,4,28.57675362558944,0.995475113122172,0.5306122448979592
450,8,0.0001,4,28.579249879734707,0.995475113122172,0.5416666666666666
400,16,0.0001,4,28.58442289503932,0.995475113122172,0.5217391304347826
400,16,0.0001,2,28.584687681164592,0.995475113122172,0.5217391304347826
400,32,0.0001,2,28.587219795137216,0.995475113122172,0.5319148936170213
450,16,0.0001,4,28.589768633878652,0.995475113122172,0.5319148936170213
450,8,0.0001,2,28.59041220773106,0.995475113122172,0.5319148936170213
400,8,0.0005,2,28.600537262123176,0.995475113122172,0.5192307692307693
400,32,0.0001,4,28.601295663159977,0.995475113122172,0.5217391304347826
450,16,0.0001,2,28.602348481768097,0.995475113122172,0.5434782608695652
450,32,0.0001,2,28.60456596499734,0.995475113122172,0.5333333333333333
300,32,0.0005,4,28.607429691539803,0.995475113122172,0.5217391304347826
450,32,0.0001,4,28.612328928588585,0.995475113122172,0.5217391304347826
400,8,0.0005,4,28.61243576370425,0.995475113122172,0.5208333333333334
250,32,0.0005,4,28.612886136440952,0.995475113122172,0.5625
400,16,0.0005,2,28.61847345478422,0.995475113122172,0.5319148936170213
200,32,0.0005,4,28.618797778243014,0.995475113122172,0.5217391304347826
450,8,0.0005,2,28.61989190316177,0.995475113122172,0.5319148936170213
350,8,0.0005,2,28.62029403565613,0.995475113122172,0.5208333333333334
350,32,0.0001,2,28.623240845776888,0.995475113122172,0.5434782608695652
350,16,0.0005,2,28.625371446002145,0.995475113122172,0.5217391304347826
150,32,0.0005,2,28.628197661827286,0.995475113122172,0.5217391304347826
400,16,0.0005,4,28.630622801452443,0.995475113122172,0.5434782608695652
450,8,0.0005,4,28.634066143110683,0.995475113122172,0.5208333333333334
300,32,0.0005,2,28.636108413936874,0.995475113122172,0.5384615384615384
350,8,0.0001,4,28.64340407830698,0.995475113122172,0.5094339622641509
450,16,0.0005,2,28.64415750428596,0.995475113122172,0.5217391304347826
350,16,0.0001,4,28.64997730518147,0.995475113122172,0.5319148936170213
200,8,0.0001,4,28.651040992165864,0.995475113122172,0.5416666666666666
200,16,0.0001,4,28.652022737693493,0.995475113122172,0.5217391304347826
200,8,0.0005,4,28.65489963250519,0.995475113122172,0.5178571428571429
200,16,0.0005,4,28.655062356844347,0.995475113122172,0.5217391304347826
250,16,0.0005,4,28.655448567489337,0.995475113122172,0.5333333333333333
200,32,0.0001,4,28.655803902180615,0.995475113122172,0.5555555555555556
250,8,0.0005,4,28.658822166009212,0.995475113122172,0.4915254237288136
300,8,0.0005,2,28.66495705460677,0.995475113122172,0.5434782608695652
250,32,0.0001,4,28.665834364466825,0.995475113122172,0.54
300,8,0.0005,4,28.6670979679123,0.995475113122172,0.6078431372549019
300,16,0.0005,2,28.66726556019158,0.995475113122172,0.5319148936170213
350,32,0.0001,4,28.667944246464717,0.995475113122172,0.5208333333333334
250,16,0.0005,2,28.66959445565896,0.995475113122172,0.5217391304347826
300,32,0.0001,2,28.67038966541588,0.995475113122172,0.5555555555555556
450,16,0.0005,4,28.67541716491085,0.995475113122172,0.5333333333333333
200,8,0.0005,2,28.67693446665103,0.995475113122172,0.509090909090909
250,8,0.0001,4,28.677421495743555,0.995475113122172,0.58
350,8,0.0005,4,28.67766530781882,0.995475113122172,0.5319148936170213
200,32,0.0005,2,28.679924658675706,0.995475113122172,0.5416666666666666
300,16,0.0005,4,28.680790444240632,0.995475113122172,0.5434782608695652
250,32,0.0005,2,28.681708115689826,0.995475113122172,0.5777777777777777
250,32,0.0001,2,28.681771386712803,0.995475113122172,0.5333333333333333
250,16,0.0001,4,28.68383792342751,0.995475113122172,0.5918367346938775
350,16,0.0005,4,28.684946903808072,0.995475113122172,0.5434782608695652
250,8,0.0005,2,28.687443046323327,0.995475113122172,0.5094339622641509
200,16,0.0005,2,28.6891560181897,0.995475113122172,0.5319148936170213
300,8,0.0001,4,28.689299494939874,0.995475113122172,0.5892857142857143
300,32,0.0001,4,28.690116597369705,0.995475113122172,0.5333333333333333
300,16,0.0001,4,28.69643348752642,0.995475113122172,0.6078431372549019
100,8,0.0005,2,28.70032645339396,0.995475113122172,0.5652173913043478
100,16,0.0005,2,28.701928323597123,0.995475113122172,0.5777777777777777
200,32,0.0001,2,28.7025718801798,0.995475113122172,0.5111111111111111
100,32,0.0005,2,28.704076062524802,0.995475113122172,0.5636363636363636
400,32,0.0005,2,28.71336997713153,0.995475113122172,0.5283018867924528
150,32,0.0001,2,28.716773181991908,0.995475113122172,0.625
450,32,0.0005,4,28.736265241670406,0.995475113122172,0.5094339622641509
150,16,0.0005,2,28.74492239509907,0.995475113122172,0.64
100,16,0.0005,4,28.745393886084674,0.995475113122172,0.5777777777777777
150,8,0.0005,2,28.747322692069805,0.995475113122172,0.6346153846153846
150,32,0.0001,4,28.75055468480283,0.995475113122172,0.5306122448979592
100,32,0.0001,4,28.75625205387453,0.995475113122172,0.5272727272727272
150,8,0.0001,4,28.75712313373368,0.995475113122172,0.5081967213114754
150,16,0.0001,4,28.7578303877816,0.995475113122172,0.5319148936170213
150,8,0.0005,4,28.759377838488493,0.995475113122172,0.5333333333333333
350,32,0.0005,2,28.759596370446015,0.995475113122172,0.5094339622641509
100,32,0.0005,4,28.760570550054478,0.995475113122172,0.5510204081632653
100,16,0.0001,4,28.765202575196298,0.995475113122172,0.5652173913043478
100,8,0.0001,4,28.766670694982647,0.995475113122172,0.5625
100,8,0.0005,4,28.77090803012824,0.995475113122172,0.5
450,32,0.0005,2,28.7733643594014,0.995475113122172,0.5208333333333334
400,32,0.0005,4,28.774843433061186,0.995475113122172,0.5319148936170213
150,16,0.0005,4,28.776309122537114,0.995475113122172,0.56
350,8,0.0001,2,28.844395040323402,0.995475113122172,0.5319148936170213
150,32,0.0005,4,28.851131920746333,0.995475113122172,0.532258064516129
350,32,0.0005,4,28.942741562273692,0.995475113122172,0.5306122448979592
100,32,0.0001,2,29.155816720533036,0.995475113122172,0.5869565217391305
350,16,0.0001,2,34.00427393036419,0.995475113122172,0.5111111111111111
300,8,0.0001,2,104.84732836731685,0.8642533936651584,0.47540983606557374
300,16,0.0001,2,347.59906227259756,0.8642533936651584,0.5106382978723404
250,8,0.0001,2,738.1499218981836,0.8642533936651584,0.5
250,16,0.0001,2,1576.7834402807553,0.8642533936651584,0.5217391304347826
200,8,0.0001,2,2121.874040811238,0.8642533936651584,0.4482758620689655
200,16,0.0001,2,3452.1773871313007,0.8642533936651584,0.5106382978723404
150,8,0.0001,2,3816.7574995896252,0.7194570135746606,0.5777777777777777
