long,short,signal,profit,numero_operaciones,return_factor,ganancia_total
29,24,24,2.3987670540373753,31,1.0014498236067713,4.494453180990806
31,24,23,2.3486821663087096,31,1.001431424064771,4.437414600790151
31,23,24,2.3486821663087096,31,1.001431424064771,4.437414600790151
38,23,18,2.342630748910796,35,1.0012100496457246,4.235173760035609
38,18,23,2.342630748910796,35,1.0012100496457246,4.235173760035609
33,22,22,2.338702849828536,31,1.0014454998132654,4.481049421122197
33,21,23,2.338702849828536,31,1.0014454998132654,4.481049421122197
33,23,21,2.338702849828536,31,1.0014454998132654,4.481049421122197
34,24,21,2.337906772481938,32,1.0013769433379787,4.406218681531742
34,23,22,2.337906772481938,32,1.0013769433379787,4.406218681531742
34,22,23,2.337906772481938,32,1.0013769433379787,4.406218681531742
34,21,24,2.337906772481938,32,1.0013769433379787,4.406218681531742
32,24,22,2.335923530292462,31,1.0014178826840932,4.395436320689053
32,23,23,2.335923530292462,31,1.0014178826840932,4.395436320689053
32,22,24,2.335923530292462,31,1.0014178826840932,4.395436320689053
30,24,24,2.334934121537146,32,1.0013544612662557,4.334276052018221
36,23,21,2.331214877236008,32,1.001373989021309,4.39676486818892
36,22,22,2.331214877236008,32,1.001373989021309,4.39676486818892
36,21,23,2.331214877236008,32,1.001373989021309,4.39676486818892
29,23,24,2.3296201918138446,31,1.0014356925730208,4.450646976364426
29,24,23,2.3296201918138446,31,1.0014356925730208,4.450646976364426
33,20,24,2.3295100178380017,31,1.001435573609756,4.4502781902437905
33,24,20,2.3295100178380017,31,1.001435573609756,4.4502781902437905
39,19,21,2.3284825483789486,35,1.0011935650640496,4.177477724172986
39,20,20,2.3284825483789486,35,1.0011935650640496,4.177477724172986
39,21,19,2.3284825483789486,35,1.0011935650640496,4.177477724172986
31,22,23,2.32451590312876,31,1.0014301810822952,4.43356135511512
31,23,22,2.32451590312876,31,1.0014301810822952,4.43356135511512
40,22,18,2.3212217558120987,35,1.0011907547319625,4.167641561868732
40,18,22,2.3212217558120987,35,1.0011907547319625,4.167641561868732
37,20,23,2.31855820553753,33,1.001354822113894,4.470912975850445
37,23,20,2.31855820553753,33,1.001354822113894,4.470912975850445
34,24,20,2.3170925538819245,31,1.0014330371905469,4.442415290695606
34,20,24,2.3170925538819245,31,1.0014330371905469,4.442415290695606
31,23,23,2.3154841630476106,31,1.0014204288220363,4.403329348312754
31,22,24,2.3154841630476106,31,1.0014204288220363,4.403329348312754
31,24,22,2.3154841630476106,31,1.0014204288220363,4.403329348312754
33,23,23,2.3122359324145054,32,1.0013497531993494,4.319210237918022
33,22,24,2.3122359324145054,32,1.0013497531993494,4.319210237918022
33,24,22,2.3122359324145054,32,1.0013497531993494,4.319210237918022
29,21,21,2.310882176263041,38,1.0009532281527898,3.6222669806013466
42,20,19,2.310353994039859,34,1.0012469226927077,4.23953715520604
42,19,20,2.310353994039859,34,1.0012469226927077,4.23953715520604
30,23,23,2.310188740694632,31,1.001414710949677,4.385603943998831
30,24,22,2.310188740694632,31,1.001414710949677,4.385603943998831
30,22,24,2.310188740694632,31,1.001414710949677,4.385603943998831
35,22,21,2.306452385161143,31,1.0014106765209563,4.373097214964384
35,21,22,2.306452385161143,31,1.0014106765209563,4.373097214964384
37,21,20,2.306141855003498,35,1.001184861424947,4.147014987314563
37,20,21,2.306141855003498,35,1.001184861424947,4.147014987314563
32,24,21,2.3060269461110785,31,1.0014102171418882,4.371673139853721
32,23,22,2.3060269461110785,31,1.0014102171418882,4.371673139853721
32,21,24,2.3060269461110785,31,1.0014102171418882,4.371673139853721
32,22,23,2.3060269461110785,31,1.0014102171418882,4.371673139853721
38,17,24,2.3054421613223948,35,1.0011845861092743,4.146051382460502
38,24,17,2.3054421613223948,35,1.0011845861092743,4.146051382460502
27,24,24,2.3052571798495074,30,1.0014052498834747,4.215749650423956
31,24,21,2.303928785473864,31,1.0014079515974401,4.364649952064128
31,21,24,2.303928785473864,31,1.0014079515974401,4.364649952064128
35,23,20,2.3025754321668597,31,1.0014064902784081,4.360119863065135
35,20,23,2.3025754321668597,31,1.0014064902784081,4.360119863065135
35,22,22,2.2996262543643406,31,1.0014036761098934,4.351395940669369
35,21,23,2.2996262543643406,31,1.0014036761098934,4.351395940669369
35,23,21,2.2996262543643406,31,1.0014036761098934,4.351395940669369
36,18,24,2.2990195087270084,35,1.0011820510928602,4.1371788250103085
36,24,18,2.2990195087270084,35,1.0011820510928602,4.1371788250103085
30,24,23,2.297148583291181,31,1.0014113375373983,4.375146365935255
30,23,24,2.297148583291181,31,1.0014113375373983,4.375146365935255
42,18,21,2.2965514954560553,35,1.0011854132398998,4.148946339649173
42,21,18,2.2965514954560553,35,1.0011854132398998,4.148946339649173
42,22,17,2.2965514954560553,35,1.0011854132398998,4.148946339649173
42,17,22,2.2965514954560553,35,1.0011854132398998,4.148946339649173
43,20,18,2.2951937646296416,36,1.0011435678844163,4.116844383898805
43,18,20,2.2951937646296416,36,1.0011435678844163,4.116844383898805
43,19,19,2.2951937646296416,36,1.0011435678844163,4.116844383898805
36,24,20,2.290070864985242,32,1.0013554454738929,4.337425516457246
36,20,24,2.290070864985242,32,1.0013554454738929,4.337425516457246
28,24,24,2.2888106277566975,31,1.0013916273667418,4.314044836899383
33,23,22,2.2887244842882613,31,1.0014106048101274,4.372874911394559
33,22,23,2.2887244842882613,31,1.0014106048101274,4.372874911394559
40,23,17,2.2881433489091467,35,1.0011777258258059,4.122040390320288
40,17,23,2.2881433489091467,35,1.0011777258258059,4.122040390320288
26,24,24,2.2851982869804757,34,1.0011865974311585,4.03443126593917
34,22,22,2.2847095012095964,31,1.001397803433674,4.333190644388898
