buffer,window,n_estimators,max_depth,min_samples_split,rmse,directional_accuracy_thr,directional_accuracy_quantile
250,4,500,6,2,13.867496360060844,1.0,0.6666666666666666
250,4,250,6,2,13.918297999580721,1.0,0.6388888888888888
400,2,500,4,2,13.927616079418016,1.0,0.5675675675675675
400,2,250,4,2,13.949888376644807,1.0,0.5945945945945946
350,4,500,6,2,13.97043038011215,1.0,0.6666666666666666
350,1,250,5,2,13.97341691061498,1.0,0.6842105263157895
350,4,500,5,2,13.98504738646333,1.0,0.6666666666666666
350,4,250,6,2,13.99356013404914,1.0,0.6666666666666666
350,4,250,5,2,14.01667341200199,1.0,0.6666666666666666
350,1,250,6,2,14.02916144366107,1.0,0.6842105263157895
350,1,500,5,2,14.040313747751714,1.0,0.6842105263157895
250,4,250,4,2,14.065451739018016,1.0,0.6388888888888888
350,1,500,6,2,14.075897441278645,1.0,0.6842105263157895
250,4,500,4,2,14.093551023268395,1.0,0.6388888888888888
400,4,500,4,2,14.103288447246573,1.0,0.5
200,4,250,5,2,14.10687559153782,1.0,0.6388888888888888
200,4,500,5,2,14.121969233557689,1.0,0.6388888888888888
200,4,250,6,2,14.125758094773554,1.0,0.6388888888888888
200,4,500,6,2,14.16828479501368,1.0,0.6388888888888888
450,1,250,4,2,14.176199946423539,1.0,0.5789473684210527
400,4,250,4,2,14.184034232716778,1.0,0.5
400,1,250,4,2,14.222172394231798,1.0,0.5526315789473685
200,4,500,4,2,14.222643160946292,1.0,0.6388888888888888
450,1,500,4,2,14.229992231876007,1.0,0.5789473684210527
400,1,500,4,2,14.232068615303993,1.0,0.5526315789473685
200,4,250,4,2,14.245744692078373,1.0,0.6388888888888888
450,4,500,4,2,14.25379871987027,1.0,0.5
450,2,500,4,2,14.271517902570595,1.0,0.6216216216216216
450,2,250,4,2,14.286202812988506,1.0,0.5945945945945946
450,4,250,4,2,14.338180733762433,1.0,0.5
350,4,500,4,2,14.539266898110588,1.0,0.6111111111111112
350,4,250,4,2,14.565814381602289,1.0,0.6111111111111112
300,2,250,6,2,14.583285436899313,1.0,0.6486486486486487
350,2,250,4,2,14.6015599085937,1.0,0.5945945945945946
300,2,250,5,2,14.604720365369944,1.0,0.6216216216216216
300,2,500,6,2,14.62044805295288,1.0,0.6486486486486487
300,2,500,5,2,14.62738518702742,1.0,0.6486486486486487
350,1,250,4,2,14.680294610816421,1.0,0.5789473684210527
350,2,500,4,2,14.684861641321515,1.0,0.5675675675675675
350,1,500,4,2,14.805712087265162,1.0,0.5789473684210527
300,4,250,6,2,15.070627604966475,1.0,0.5
300,2,500,4,2,15.088342735522142,1.0,0.6216216216216216
300,4,250,5,2,15.094841760087402,1.0,0.5277777777777778
300,2,250,4,2,15.1092180360191,1.0,0.5945945945945946
300,4,500,5,2,15.13681971453504,1.0,0.4722222222222222
300,4,500,6,2,15.139871775811896,1.0,0.4722222222222222
150,2,250,5,2,15.162553119508356,1.0,0.6756756756756757
150,2,250,6,2,15.178061315481981,1.0,0.6756756756756757
150,2,500,6,2,15.196677990336346,1.0,0.6756756756756757
150,2,500,5,2,15.222892483129272,1.0,0.6756756756756757
150,2,250,4,2,15.485483909787188,1.0,0.6486486486486487
150,2,500,4,2,15.551678682580592,1.0,0.6486486486486487
300,4,500,4,2,15.606124857720479,1.0,0.5277777777777778
300,4,250,4,2,15.609175722508068,1.0,0.5277777777777778
150,1,500,5,2,15.63415401937783,1.0,0.5789473684210527
300,1,250,5,2,15.64373956137676,1.0,0.5526315789473685
150,1,250,5,2,15.658822892199725,1.0,0.5789473684210527
150,1,500,4,2,15.68800884078195,1.0,0.5789473684210527
150,1,500,6,2,15.724785561001026,1.0,0.5526315789473685
150,1,250,4,2,15.748164474121404,1.0,0.5789473684210527
300,1,500,5,2,15.75477037137156,1.0,0.5526315789473685
150,1,250,6,2,15.767479468260163,1.0,0.5526315789473685
300,1,250,4,2,15.864489816017096,1.0,0.5526315789473685
300,1,500,4,2,15.865906277807355,1.0,0.5526315789473685
300,1,250,6,2,15.92416883006568,1.0,0.5263157894736842
300,1,500,6,2,16.037216812931856,1.0,0.5263157894736842
150,4,500,6,2,16.50838294604596,1.0,0.6111111111111112
150,4,250,6,2,16.542865136415877,1.0,0.6111111111111112
150,4,250,5,2,16.54331877414165,1.0,0.6111111111111112
150,4,500,5,2,16.548819917994617,1.0,0.6388888888888888
150,4,500,4,2,16.65638315613691,1.0,0.6111111111111112
150,4,250,4,2,16.709532803944473,1.0,0.6111111111111112
100,1,250,5,2,16.808404667541453,1.0,0.5263157894736842
100,1,250,6,2,16.816939159690026,1.0,0.5263157894736842
100,1,250,4,2,16.83465111462415,1.0,0.5526315789473685
100,1,500,5,2,16.85562048688043,1.0,0.5263157894736842
100,1,500,6,2,16.865145303073156,1.0,0.5263157894736842
100,1,500,4,2,16.865474729078063,1.0,0.5526315789473685
100,2,500,5,2,17.37395827454191,1.0,0.5945945945945946
100,2,500,6,2,17.37696492419418,1.0,0.5945945945945946
100,2,500,4,2,17.384073206999876,1.0,0.5675675675675675
100,2,250,5,2,17.448315596513094,1.0,0.5945945945945946
100,2,250,4,2,17.462464241982975,1.0,0.5675675675675675
100,2,250,6,2,17.469118823418167,1.0,0.5945945945945946
100,4,500,5,2,19.16634616711901,1.0,0.5833333333333334
100,4,250,5,2,19.166578247089404,1.0,0.5833333333333334
100,4,500,6,2,19.17259600005646,1.0,0.5833333333333334
100,4,500,4,2,19.18335466391904,1.0,0.5833333333333334
100,4,250,6,2,19.18984897019388,1.0,0.5555555555555556
100,4,250,4,2,19.203288192307806,1.0,0.5833333333333334
