buffer,window,n_estimators,max_depth,min_samples_split,rmse,directional_accuracy_thr,directional_accuracy_quantile
100,2,250,6,2,72.54599707833512,0.8348623853211009,0.38636363636363635
400,2,250,6,2,72.71569312794824,0.8165137614678899,0.38636363636363635
250,2,250,4,2,72.77071860720527,0.8256880733944955,0.38636363636363635
250,2,250,5,2,72.78592137851712,0.8211009174311926,0.38636363636363635
400,2,250,5,2,72.80191879892432,0.8211009174311926,0.38636363636363635
250,2,250,6,2,72.9165048768042,0.8211009174311926,0.4090909090909091
400,2,500,5,2,72.98202540071323,0.8211009174311926,0.38636363636363635
400,2,500,6,2,73.14079637808514,0.8165137614678899,0.38636363636363635
100,4,500,6,2,76.25585110772077,0.7877358490566038,0.3953488372093023
100,4,500,4,2,76.2922548499983,0.7877358490566038,0.3953488372093023
100,4,500,5,2,76.29332703109388,0.7877358490566038,0.3953488372093023
400,4,500,4,2,76.59787257457063,0.7877358490566038,0.3953488372093023
400,4,250,4,2,76.72236897276376,0.7877358490566038,0.3953488372093023
100,4,250,5,2,76.84135902052874,0.7877358490566038,0.3953488372093023
100,4,250,6,2,76.89269808896886,0.7877358490566038,0.3953488372093023
250,4,500,4,2,76.97883693342668,0.7877358490566038,0.3953488372093023
100,4,250,4,2,76.98836262069213,0.7877358490566038,0.3953488372093023
250,4,500,6,2,77.0606196744625,0.7877358490566038,0.3953488372093023
250,4,500,5,2,77.21198367791989,0.7877358490566038,0.3953488372093023
250,4,250,6,2,77.26675175424484,0.7877358490566038,0.3953488372093023
250,4,250,4,2,77.39825418297174,0.7877358490566038,0.3953488372093023
250,4,250,5,2,77.42928102141386,0.7877358490566038,0.3953488372093023
400,4,250,5,2,77.74972046571837,0.7877358490566038,0.3953488372093023
400,4,250,6,2,77.77911487023282,0.7877358490566038,0.3953488372093023
400,4,500,6,2,77.97617422267447,0.7877358490566038,0.3953488372093023
400,4,500,5,2,78.00430037342417,0.7877358490566038,0.3953488372093023
350,1,500,4,2,78.12001020199638,0.8099547511312217,0.4222222222222222
350,1,250,4,2,78.39591273943172,0.8144796380090498,0.4222222222222222
350,1,500,6,2,78.49478680892088,0.8144796380090498,0.4222222222222222
350,1,250,6,2,78.82882918920791,0.8144796380090498,0.4222222222222222
350,1,500,5,2,78.87701784323619,0.8144796380090498,0.4222222222222222
450,1,250,6,2,78.89128996600888,0.8054298642533937,0.4666666666666667
450,1,500,6,2,79.03153602598785,0.8009049773755657,0.4666666666666667
350,1,250,5,2,79.21765624553115,0.8144796380090498,0.4222222222222222
150,1,250,6,2,79.22952935221868,0.8009049773755657,0.4666666666666667
150,1,500,6,2,79.23864244149323,0.8009049773755657,0.4666666666666667
200,1,250,6,2,79.28061848068562,0.8054298642533937,0.4222222222222222
300,1,500,6,2,79.28821877726786,0.8009049773755657,0.4666666666666667
300,1,250,6,2,79.28867215121143,0.8009049773755657,0.4666666666666667
200,1,250,5,2,79.38287678464853,0.8054298642533937,0.4222222222222222
150,1,500,5,2,79.38507203606629,0.8009049773755657,0.4666666666666667
200,1,500,6,2,79.44071509240199,0.8054298642533937,0.4222222222222222
150,1,250,5,2,79.44341351793133,0.8009049773755657,0.45652173913043476
200,1,500,5,2,79.502135387787,0.8054298642533937,0.4222222222222222
200,1,250,4,2,79.79864206122303,0.8054298642533937,0.4222222222222222
450,1,250,5,2,79.8050854415373,0.7963800904977375,0.45652173913043476
300,1,500,5,2,79.96333613285513,0.7963800904977375,0.45652173913043476
300,1,250,5,2,80.01518738511183,0.7963800904977375,0.45652173913043476
200,1,500,4,2,80.03273129894164,0.8054298642533937,0.4222222222222222
450,1,500,5,2,80.06210603251351,0.7963800904977375,0.45652173913043476
300,1,250,4,2,80.29227670559875,0.7828054298642534,0.4888888888888889
150,1,500,4,2,80.36615645577636,0.7873303167420814,0.45652173913043476
150,1,250,4,2,80.37871407878247,0.7963800904977375,0.4888888888888889
450,2,250,6,2,80.455598202939,0.7798165137614679,0.4772727272727273
450,1,500,4,2,80.45928693847077,0.7692307692307693,0.4888888888888889
300,2,250,6,2,80.46104694593645,0.7844036697247706,0.4772727272727273
450,2,500,6,2,80.46409388850356,0.7844036697247706,0.4772727272727273
450,1,250,4,2,80.48804261570807,0.7692307692307693,0.4888888888888889
300,1,500,4,2,80.53960998727652,0.7737556561085973,0.4888888888888889
150,2,500,6,2,80.61542100541965,0.7844036697247706,0.4772727272727273
350,2,500,6,2,80.62404314149993,0.7935779816513762,0.4090909090909091
350,2,500,4,2,80.67685065582945,0.7935779816513762,0.4090909090909091
300,2,500,6,2,80.69628293229475,0.7844036697247706,0.4772727272727273
350,2,500,5,2,80.74001041810361,0.7935779816513762,0.4090909090909091
200,2,250,6,2,80.91938353315258,0.7981651376146789,0.4090909090909091
200,2,250,5,2,80.92786315911603,0.7981651376146789,0.4090909090909091
150,2,500,5,2,80.94165939900137,0.7844036697247706,0.4772727272727273
200,2,500,6,2,81.0008463912878,0.7981651376146789,0.4090909090909091
150,2,250,6,2,81.02093257713044,0.7752293577981652,0.4772727272727273
350,2,250,4,2,81.02171879336122,0.7935779816513762,0.4090909090909091
200,2,500,5,2,81.02688468808472,0.7981651376146789,0.4090909090909091
350,2,250,6,2,81.02752500971668,0.7935779816513762,0.4090909090909091
150,2,250,5,2,81.05659338426346,0.7752293577981652,0.4772727272727273
350,2,250,5,2,81.05776990984846,0.7935779816513762,0.4090909090909091
450,2,500,5,2,81.23927978470842,0.7614678899082569,0.4772727272727273
450,2,250,5,2,81.2520935294432,0.7660550458715596,0.4772727272727273
300,2,250,5,2,81.33849434892689,0.7752293577981652,0.5
200,2,250,4,2,81.37752312480283,0.7981651376146789,0.4090909090909091
150,2,500,4,2,81.42220340661783,0.7752293577981652,0.4772727272727273
300,2,500,5,2,81.53155399098392,0.7752293577981652,0.4772727272727273
200,2,500,4,2,81.56106654753964,0.7935779816513762,0.4090909090909091
150,2,250,4,2,81.79773222635858,0.7660550458715596,0.4772727272727273
450,2,250,4,2,81.81092317428012,0.7477064220183486,0.4772727272727273
450,2,500,4,2,81.92175976388852,0.7477064220183486,0.4772727272727273
300,2,250,4,2,82.02992226006012,0.7614678899082569,0.4772727272727273
300,2,500,4,2,82.35146292639178,0.7522935779816514,0.4772727272727273
450,4,250,6,2,86.1920395617736,0.7405660377358491,0.4418604651162791
300,4,500,6,2,86.21183548119811,0.7405660377358491,0.4418604651162791
450,4,250,5,2,86.4241969078037,0.7358490566037735,0.4418604651162791
450,4,500,6,2,86.60886666165213,0.7405660377358491,0.4418604651162791
300,4,500,5,2,86.68804680662141,0.7405660377358491,0.4418604651162791
450,4,500,5,2,86.69968217154845,0.7405660377358491,0.4418604651162791
300,4,250,6,2,86.71853557613896,0.7405660377358491,0.4418604651162791
150,4,500,6,2,86.80964650871088,0.7358490566037735,0.4418604651162791
150,4,500,5,2,86.91972714170666,0.7358490566037735,0.4418604651162791
150,4,250,6,2,87.05430189329127,0.7358490566037735,0.4418604651162791
300,4,250,5,2,87.09672019390133,0.7358490566037735,0.4418604651162791
450,4,500,4,2,87.14255630383089,0.7358490566037735,0.4418604651162791
450,4,250,4,2,87.15837338879419,0.7311320754716981,0.4418604651162791
150,4,250,5,2,87.19851701934095,0.7358490566037735,0.4418604651162791
150,4,500,4,2,87.28403787751269,0.7358490566037735,0.4418604651162791
350,4,500,4,2,87.36465037962735,0.75,0.3953488372093023
350,4,250,4,2,87.4671188060623,0.7641509433962265,0.3953488372093023
300,4,500,4,2,87.47099130996374,0.7311320754716981,0.4418604651162791
350,4,250,5,2,87.58891150189628,0.7641509433962265,0.3953488372093023
350,4,500,5,2,87.70841349638272,0.7641509433962265,0.3953488372093023
350,4,250,6,2,87.73106239777253,0.7641509433962265,0.3953488372093023
350,4,500,6,2,87.7512847472193,0.7594339622641509,0.37209302325581395
300,4,250,4,2,87.98507040780265,0.7311320754716981,0.4418604651162791
150,4,250,4,2,88.0140946935115,0.7358490566037735,0.4418604651162791
200,4,250,5,2,89.65468939298721,0.7405660377358491,0.37209302325581395
200,4,250,4,2,89.81714695431057,0.7405660377358491,0.37209302325581395
200,4,500,5,2,89.99930198650348,0.7405660377358491,0.37209302325581395
200,4,500,4,2,90.096560554169,0.7405660377358491,0.37209302325581395
200,4,500,6,2,90.19679020561854,0.7405660377358491,0.37209302325581395
200,4,250,6,2,90.32008768343485,0.7405660377358491,0.37209302325581395
