buffer,neurons,learning_rate,batch_size,rmse,directional_acc_thr,directional_acc_quantile
100,8,0.0001,4,12.065772266950594,1.0,0.48717948717948717
100,32,0.0001,4,12.071038439260436,1.0,0.5121951219512195
100,16,0.0005,4,12.074989124509953,1.0,0.5128205128205128
100,8,0.0005,4,12.076201404587767,1.0,0.47619047619047616
100,32,0.0005,2,12.103820244145101,1.0,0.5384615384615384
400,32,0.0005,2,12.104235725329849,1.0,0.3333333333333333
100,32,0.0005,4,12.118431288493435,1.0,0.5
450,32,0.0005,2,12.235391088635918,1.0,0.3333333333333333
350,32,0.0005,2,12.277101833132319,1.0,0.3684210526315789
400,32,0.0005,4,12.63073102076441,1.0,0.35
350,16,0.0001,2,13.494411956473641,1.0,0.5
450,32,0.0005,4,13.696731832477653,1.0,0.2826086956521739
350,32,0.0005,4,14.038278737515322,1.0,0.34210526315789475
300,8,0.0001,2,43.06958022658834,0.8440860215053764,0.5526315789473685
300,16,0.0001,2,151.27072918721205,0.8440860215053764,0.575
250,8,0.0001,2,314.0990320089197,0.8440860215053764,0.5853658536585366
250,16,0.0001,2,689.7725477327549,0.8440860215053764,0.575
200,8,0.0001,2,923.6385784224184,0.8440860215053764,0.5
200,16,0.0001,2,1512.7842232926134,0.8440860215053764,0.5
150,8,0.0001,2,1674.244796417203,0.8440860215053764,0.5789473684210527
150,16,0.0001,2,2301.051611269875,0.6720430107526881,0.5789473684210527
100,8,0.0001,2,2417.7142744778985,0.6720430107526881,0.5789473684210527
100,16,0.0001,2,3079.592698954197,0.5,0.5789473684210527
