buffer,neurons,learning_rate,batch_size,rmse,directional_acc_thr,directional_acc_quantile
200,32,0.0001,2,56.53138273320863,0.954225352112676,0.6120689655172413
200,8,0.0005,2,56.55340686449512,0.954225352112676,0.6403508771929824
200,32,0.0001,4,56.5543532881607,0.954225352112676,0.6050420168067226
200,8,0.0001,4,56.55536736121521,0.954225352112676,0.6068376068376068
200,16,0.0001,4,56.55925475402646,0.954225352112676,0.6016949152542372
150,8,0.0001,4,56.567049897043255,0.954225352112676,0.6052631578947368
150,16,0.0001,4,56.57370132754471,0.954225352112676,0.591304347826087
400,16,0.0001,2,56.57792786362739,0.954225352112676,0.49572649572649574
200,16,0.0005,2,56.57989358688754,0.954225352112676,0.5982905982905983
200,8,0.0005,4,56.5851364118902,0.954225352112676,0.6228070175438597
200,16,0.0005,4,56.599918125729786,0.954225352112676,0.6052631578947368
150,32,0.0001,2,56.60350673787773,0.954225352112676,0.6052631578947368
350,8,0.0001,4,56.62455319804274,0.954225352112676,0.5476190476190477
250,32,0.0001,4,56.628218896368814,0.954225352112676,0.5714285714285714
350,16,0.0001,4,56.63074564687358,0.954225352112676,0.6050420168067226
250,16,0.0001,4,56.634356046079695,0.954225352112676,0.5877862595419847
250,8,0.0001,4,56.63639721132783,0.954225352112676,0.6
150,8,0.0005,2,56.64734381008897,0.954225352112676,0.6052631578947368
150,16,0.0005,4,56.650615375346824,0.954225352112676,0.6016949152542372
150,8,0.0005,4,56.653188565635915,0.954225352112676,0.5966386554621849
250,16,0.0005,4,56.65828748339346,0.954225352112676,0.5403225806451613
400,8,0.0001,2,56.664596571705886,0.954225352112676,0.5084745762711864
300,32,0.0001,4,56.6652263128851,0.954225352112676,0.48360655737704916
300,8,0.0005,4,56.667575764230364,0.954225352112676,0.5151515151515151
250,8,0.0005,4,56.67439442674533,0.954225352112676,0.559322033898305
150,32,0.0001,4,56.681061348788525,0.954225352112676,0.6101694915254238
150,16,0.0005,2,56.68819932874894,0.954225352112676,0.6052631578947368
250,8,0.0005,2,56.69931694316409,0.954225352112676,0.5725190839694656
300,16,0.0005,4,56.70290487750214,0.954225352112676,0.6086956521739131
300,32,0.0001,2,56.70844967925777,0.954225352112676,0.47058823529411764
350,8,0.0001,2,56.711152759756985,0.954225352112676,0.5641025641025641
250,16,0.0005,2,56.716606737849126,0.954225352112676,0.5777777777777777
250,32,0.0001,2,56.71809359546265,0.954225352112676,0.5619834710743802
300,8,0.0005,2,56.72224671911671,0.954225352112676,0.5114503816793893
300,16,0.0005,2,56.75518849651277,0.954225352112676,0.5121951219512195
200,32,0.0005,4,56.75631328974349,0.954225352112676,0.6052631578947368
300,8,0.0001,4,56.77414995085445,0.954225352112676,0.46956521739130436
300,16,0.0001,4,56.777061588295446,0.954225352112676,0.47413793103448276
350,32,0.0001,2,56.778619920358686,0.954225352112676,0.5539568345323741
450,16,0.0001,2,56.77994456246653,0.954225352112676,0.5491803278688525
450,8,0.0001,2,56.85927982701198,0.954225352112676,0.5652173913043478
350,8,0.0005,2,56.91853591169077,0.954225352112676,0.5739130434782609
400,32,0.0001,2,57.015853724913676,0.954225352112676,0.5701754385964912
150,32,0.0005,2,57.056932209130565,0.954225352112676,0.5111111111111111
150,32,0.0005,4,57.086797342877176,0.954225352112676,0.5153846153846153
400,8,0.0001,4,57.10783201620807,0.954225352112676,0.5775862068965517
450,32,0.0001,2,57.126394784128195,0.954225352112676,0.5826086956521739
400,8,0.0005,2,57.23388450142514,0.954225352112676,0.5701754385964912
100,16,0.0001,4,57.245655271086605,0.954225352112676,0.5789473684210527
100,8,0.0005,2,57.265266073313754,0.954225352112676,0.5775862068965517
100,16,0.0005,4,57.26870719234254,0.954225352112676,0.5739130434782609
250,32,0.0005,2,57.274402948941486,0.954225352112676,0.5289256198347108
100,8,0.0001,4,57.29750752714989,0.954225352112676,0.5775862068965517
100,32,0.0001,4,57.29951647272793,0.954225352112676,0.5701754385964912
100,16,0.0005,2,57.311405625645854,0.954225352112676,0.5701754385964912
100,8,0.0005,4,57.327892020037396,0.954225352112676,0.5785123966942148
350,16,0.0005,2,57.35671127195409,0.954225352112676,0.5739130434782609
400,16,0.0005,2,57.40453342409995,0.954225352112676,0.5826086956521739
350,32,0.0001,4,57.41275911507996,0.954225352112676,0.6101694915254238
450,8,0.0005,2,57.42443038836981,0.954225352112676,0.5739130434782609
100,32,0.0005,2,57.46499749781694,0.954225352112676,0.5897435897435898
100,32,0.0005,4,57.470861131083225,0.954225352112676,0.6052631578947368
200,32,0.0005,2,57.4956101157166,0.954225352112676,0.5811965811965812
400,16,0.0001,4,57.57347274080189,0.954225352112676,0.5950413223140496
100,32,0.0001,2,57.576466006826195,0.954225352112676,0.6293103448275862
400,32,0.0001,4,57.588254277792124,0.954225352112676,0.6068376068376068
350,8,0.0005,4,57.68581619988777,0.954225352112676,0.6052631578947368
450,8,0.0001,4,57.72005257197739,0.954225352112676,0.5739130434782609
450,16,0.0001,4,57.72503528768202,0.954225352112676,0.5701754385964912
450,16,0.0005,2,57.750418191408556,0.954225352112676,0.6120689655172413
250,32,0.0005,4,57.854395602711186,0.954225352112676,0.6052631578947368
450,32,0.0001,4,58.63414280060009,0.954225352112676,0.6052631578947368
450,16,0.0005,4,58.79320027136732,0.954225352112676,0.5982905982905983
350,32,0.0005,2,58.97290511604803,0.954225352112676,0.5333333333333333
450,8,0.0005,4,58.991789540278894,0.954225352112676,0.6052631578947368
400,8,0.0005,4,59.28804061101056,0.954225352112676,0.6052631578947368
300,32,0.0005,2,59.38190759891852,0.954225352112676,0.45614035087719296
400,16,0.0005,4,59.606121799447266,0.954225352112676,0.6052631578947368
350,16,0.0005,4,59.78744427157574,0.954225352112676,0.6052631578947368
450,32,0.0005,2,60.57782843512537,0.954225352112676,0.45614035087719296
400,32,0.0005,2,60.71162792919774,0.954225352112676,0.4260869565217391
300,32,0.0005,4,61.96787193766042,0.954225352112676,0.5964912280701754
350,32,0.0005,4,62.09258602194525,0.954225352112676,0.45217391304347826
450,32,0.0005,4,65.65896522442797,0.9471830985915493,0.45614035087719296
350,16,0.0001,2,66.82512299978512,0.875,0.5689655172413793
400,32,0.0005,4,68.68825822050815,0.8732394366197183,0.4322033898305085
300,8,0.0001,2,235.64441706378196,0.875,0.5
300,16,0.0001,2,755.9066627614166,0.875,0.48739495798319327
250,8,0.0001,2,1652.7853266789039,0.875,0.5169491525423728
250,16,0.0001,2,3434.6670515746914,0.875,0.5431034482758621
200,8,0.0001,2,4652.240913909792,0.875,0.559322033898305
200,16,0.0001,2,7516.310583897797,0.875,0.5775862068965517
150,8,0.0001,2,8304.600682877228,0.7904929577464789,0.4956521739130435
150,16,0.0001,2,11416.344983310177,0.7904929577464789,0.5
100,8,0.0001,2,12014.851856775998,0.7095070422535211,0.5175438596491229
100,16,0.0001,2,15285.253613420571,0.7095070422535211,0.5175438596491229
