long,short,signal,profit,numero_operaciones,return_factor,ganancia_total
30,13,19,2.313225942223911,56,1.0007897282256981,4.422478063909541
30,19,13,2.313225942223911,56,1.0007897282256981,4.422478063909541
36,16,15,2.313040661411925,54,1.0008017451485187,4.32942380200166
34,14,18,2.313040661411925,54,1.0008017451485187,4.32942380200166
36,15,16,2.313040661411925,54,1.0008017451485187,4.32942380200166
34,18,14,2.313040661411925,54,1.0008017451485187,4.32942380200166
39,11,20,2.3126454785306945,54,1.0008033911742544,4.338312340974169
39,20,11,2.3126454785306945,54,1.0008033911742544,4.338312340974169
32,12,22,2.312638114641756,54,1.0008016388647776,4.328849869799708
32,22,12,2.312638114641756,54,1.0008016388647776,4.328849869799708
39,14,17,2.312016850141206,54,1.000778299607555,4.202817880796858
39,17,14,2.312016850141206,54,1.000778299607555,4.202817880796858
36,18,13,2.311563774425976,55,1.0007998344236293,4.399089329960554
36,13,18,2.311563774425976,55,1.0007998344236293,4.399089329960554
30,16,16,2.3113031787490224,56,1.0007827404428473,4.383346479945189
30,17,15,2.3113031787490224,56,1.0007827404428473,4.383346479945189
30,15,17,2.3113031787490224,56,1.0007827404428473,4.383346479945189
35,20,12,2.3112253525512263,53,1.0008185188686012,4.338150003586195
35,12,20,2.3112253525512263,53,1.0008185188686012,4.338150003586195
36,22,11,2.3096547641797662,54,1.0007950522002698,4.293281881457416
36,11,22,2.3096547641797662,54,1.0007950522002698,4.293281881457416
33,13,20,2.3090937778283975,54,1.0007993351738258,4.316409938659545
33,20,13,2.3090937778283975,54,1.0007993351738258,4.316409938659545
37,19,13,2.308591130024017,54,1.00078048506123,4.214619330642506
37,13,19,2.308591130024017,54,1.00078048506123,4.214619330642506
35,15,17,2.3081861480052943,53,1.0007933184025153,4.204587533330566
34,13,20,2.3081861480052943,53,1.0007933184025153,4.204587533330566
34,20,13,2.3081861480052943,53,1.0007933184025153,4.204587533330566
35,17,15,2.3081861480052943,53,1.0007933184025153,4.204587533330566
21,24,24,2.308157713515665,51,1.000779735999393,3.9766535969048857
34,22,12,2.307587630272507,54,1.0007805853476865,4.215160877507225
34,12,22,2.307587630272507,54,1.0007805853476865,4.215160877507225
28,22,13,2.3073048873830233,54,1.000804510460623,4.344356487362901
30,18,15,2.3073048873830233,54,1.000804510460623,4.344356487362901
30,15,18,2.3073048873830233,54,1.000804510460623,4.344356487362901
28,13,22,2.3073048873830233,54,1.000804510460623,4.344356487362901
36,11,21,2.3072119149483057,55,1.0007954310751508,4.374870913330071
36,21,11,2.3072119149483057,55,1.0007954310751508,4.374870913330071
38,13,17,2.3071310010868182,54,1.000806975016401,4.357665088565958
38,17,13,2.3071310010868182,54,1.000806975016401,4.357665088565958
35,16,16,2.307119760298859,53,1.0007926717170317,4.20116010026761
43,17,11,2.3064929407231904,56,1.0007866991217675,4.4055150818973825
43,11,17,2.3064929407231904,56,1.0007866991217675,4.4055150818973825
28,20,15,2.306487498358708,53,1.0008092477738983,4.289013201660635
26,14,23,2.306487498358708,53,1.0008092477738983,4.289013201660635
26,23,14,2.306487498358708,53,1.0008092477738983,4.289013201660635
28,15,20,2.306487498358708,53,1.0008092477738983,4.289013201660635
32,21,14,2.306421184398205,53,1.0007853297970333,4.162247924275618
33,15,19,2.306421184398205,53,1.0007853297970333,4.162247924275618
33,19,15,2.306421184398205,53,1.0007853297970333,4.162247924275618
32,14,21,2.306421184398205,53,1.0007853297970333,4.162247924275618
40,19,12,2.306384745300562,54,1.000787480156659,4.252392845958191
40,12,19,2.306384745300562,54,1.000787480156659,4.252392845958191
24,19,19,2.3055461610261374,53,1.0007935999768038,4.206079877060159
22,17,23,2.3055461610261374,53,1.0007935999768038,4.206079877060159
23,22,17,2.3055461610261374,53,1.0007935999768038,4.206079877060159
