buffer,window,rmse,mape,directional_accuracy_thr,directional_accuracy_quantile
380,5,11.924524463008202,0.12155340128377817,1.0,0.45714285714285713
180,3,11.925466334517804,0.12091127778357978,1.0,0.4166666666666667
370,5,11.931756360733424,0.1221145505034621,1.0,0.4
410,6,11.933089861701118,0.12127267379587725,1.0,0.4
300,7,11.937763085290541,0.12056492084917404,1.0,0.4411764705882353
400,5,11.945543067428025,0.12229204898390335,1.0,0.37142857142857144
430,5,11.946125485771677,0.12203039894469354,1.0,0.4
380,6,11.947734571323286,0.1214873422808893,1.0,0.42857142857142855
370,6,11.956994333110583,0.12148334830143033,1.0,0.4
290,9,11.961256272379138,0.12296541182494682,1.0,0.48484848484848486
250,9,11.962930361624156,0.12370712174752997,1.0,0.5151515151515151
320,7,11.964699633908332,0.12129111256947182,1.0,0.47058823529411764
400,6,11.967995066018124,0.12165825505976628,1.0,0.37142857142857144
270,7,11.97440048615097,0.1231430319462667,1.0,0.4117647058823529
170,3,11.977949936824977,0.12139174627587448,1.0,0.5277777777777778
120,1,11.982172157218107,0.12314158609326054,1.0,0.39473684210526316
360,7,11.985088184338014,0.12142645370622523,1.0,0.38235294117647056
210,5,11.986579940563459,0.12534390609308224,1.0,0.5142857142857142
110,1,11.994094784069796,0.12468630070226205,1.0,0.6052631578947368
420,7,11.995532137557385,0.12194776663350038,1.0,0.38235294117647056
260,9,11.995909460339734,0.12341867085694783,1.0,0.3939393939393939
200,5,11.997376302315303,0.12291221362536683,1.0,0.5428571428571428
240,5,12.005935576516103,0.12597847374444313,1.0,0.4
350,7,12.0088422731198,0.12192246738732922,1.0,0.4411764705882353
220,7,12.027908469123103,0.12329609815354627,1.0,0.5
160,4,12.030045239486883,0.12389881722844809,1.0,0.5
340,8,12.032556235470308,0.12313539806519858,1.0,0.45454545454545453
210,6,12.037828427006914,0.12571167599229066,1.0,0.5428571428571428
390,7,12.03922213565523,0.12207213886614324,1.0,0.35294117647058826
240,6,12.043564061398571,0.1256705715178703,1.0,0.4
330,7,12.044133123463357,0.12176726764888046,1.0,0.4411764705882353
320,8,12.05175701898242,0.12319440269776176,1.0,0.48484848484848486
340,7,12.053356090367098,0.12112059314129994,1.0,0.47058823529411764
400,8,12.055886814266515,0.12468222932103977,1.0,0.3939393939393939
200,6,12.065510951032236,0.12351650880957818,1.0,0.5428571428571428
370,8,12.070537458688651,0.12485596056852749,1.0,0.3939393939393939
280,9,12.078267620690452,0.12396268036812677,1.0,0.48484848484848486
350,8,12.083994386201937,0.123567495546203,1.0,0.45454545454545453
310,9,12.08607374970502,0.12408855842591177,1.0,0.45454545454545453
170,4,12.089886334991187,0.12343041237019604,1.0,0.4444444444444444
130,1,12.094823735680551,0.12262711483385218,1.0,0.42105263157894735
230,7,12.097023834864476,0.12495463985082533,1.0,0.47058823529411764
370,7,12.098929310476866,0.12272784325629402,1.0,0.35294117647058826
180,4,12.099592213153837,0.12392407378812544,1.0,0.3888888888888889
400,7,12.108481936231993,0.12300053350112782,1.0,0.35294117647058826
160,5,12.126728109323778,0.12478709780351588,1.0,0.4857142857142857
100,1,12.127453486451058,0.12505985845450993,1.0,0.42105263157894735
220,8,12.141156141852283,0.12713016254452683,1.0,0.5454545454545454
410,7,12.153486799303463,0.12353844771719137,1.0,0.4117647058823529
180,5,12.162076655971825,0.1251037353630964,1.0,0.45714285714285713
190,7,12.162553291396527,0.12693302882021038,1.0,0.6470588235294118
380,7,12.167155676365837,0.12368889436256392,1.0,0.4117647058823529
240,7,12.180731377119987,0.1270416762150299,1.0,0.4117647058823529
340,9,12.189128390061711,0.12474741184657712,1.0,0.45454545454545453
360,8,12.198933324484226,0.12479284995492626,1.0,0.3333333333333333
420,8,12.210496251893597,0.12512529385235865,1.0,0.36363636363636365
160,3,12.212100276442433,0.12328543166407091,1.0,0.4722222222222222
410,8,12.219514115860536,0.1252695470451619,1.0,0.3333333333333333
350,9,12.222724363945876,0.12527991944980094,1.0,0.3939393939393939
300,8,12.224439504200905,0.12472921145677832,1.0,0.42424242424242425
380,8,12.245090862796948,0.12550454177946757,1.0,0.3333333333333333
320,9,12.26038124921296,0.12521191105437088,1.0,0.45454545454545453
270,8,12.265601433776007,0.12734564832828302,1.0,0.36363636363636365
390,8,12.267395033398733,0.1252706478528268,1.0,0.36363636363636365
210,7,12.27462158592192,0.1295118843678579,1.0,0.5294117647058824
400,9,12.277725490921418,0.12693962287559332,1.0,0.3939393939393939
370,9,12.289017851825683,0.12707907681635516,1.0,0.36363636363636365
160,6,12.291951412592901,0.12736432459847843,1.0,0.4857142857142857
150,2,12.302466516683575,0.125170455559014,1.0,0.5135135135135135
230,8,12.329800361519958,0.12793432189826232,1.0,0.42424242424242425
300,9,12.330466184334542,0.12667040176849434,1.0,0.42424242424242425
410,9,12.338480412859662,0.1269090691733207,1.0,0.30303030303030304
330,8,12.34731656697288,0.12616827684845514,1.0,0.42424242424242425
360,9,12.347830466829516,0.12679202539983048,1.0,0.3333333333333333
270,9,12.350273319489695,0.12929570773858923,1.0,0.3939393939393939
380,9,12.36564674401095,0.12728799162663215,1.0,0.3333333333333333
180,6,12.365863281126115,0.12888675180838188,1.0,0.5428571428571428
170,5,12.377927511576486,0.12645255046312592,1.0,0.4
390,9,12.390601648118285,0.12712297695302868,1.0,0.36363636363636365
140,2,12.423855086948818,0.12574513383034505,1.0,0.4864864864864865
330,9,12.463474253871047,0.12804280555869577,1.0,0.42424242424242425
240,8,12.511319805492718,0.13140637124564142,1.0,0.42424242424242425
230,9,12.534954829703297,0.12882263893225554,1.0,0.42424242424242425
220,9,12.549967835226678,0.13109162619503137,1.0,0.5757575757575758
150,5,12.552478793766277,0.13153534990462376,1.0,0.45714285714285713
210,8,12.560442131578752,0.13250690385148042,1.0,0.45454545454545453
120,2,12.56270427636546,0.12883794111858424,1.0,0.4594594594594595
170,6,12.563541492899057,0.13060273787979845,1.0,0.42857142857142855
150,4,12.585942350328866,0.13097392478102102,1.0,0.4166666666666667
200,7,12.608001485921065,0.1320774067482836,1.0,0.5882352941176471
140,3,12.635592374315172,0.12925883792213455,1.0,0.3611111111111111
180,7,12.636992350566294,0.13443026500954516,1.0,0.5588235294117647
240,9,12.640056864086095,0.134103580627402,1.0,0.3939393939393939
190,8,12.64479990667306,0.13372209470615132,1.0,0.6666666666666666
160,7,12.65747259686996,0.13459722457815662,1.0,0.5588235294117647
110,2,12.685756826728571,0.12954032157992146,1.0,0.4594594594594595
100,2,12.691311801734033,0.130299369378281,1.0,0.3783783783783784
150,3,12.699739347703302,0.13047118685030834,1.0,0.4444444444444444
130,2,12.703241202263387,0.12832287109050805,1.0,0.3783783783783784
150,6,12.844678236458549,0.13646303525595418,1.0,0.42857142857142855
140,4,12.875051198117696,0.13296212705004917,1.0,0.3888888888888889
170,7,12.966539466123471,0.13999790526714645,1.0,0.47058823529411764
180,8,12.992978542699552,0.13848879555549826,1.0,0.5757575757575758
210,9,13.034324971771218,0.13745436146249726,1.0,0.45454545454545453
150,7,13.07195657858372,0.1419879551815889,1.0,0.4117647058823529
200,8,13.096190136045864,0.13834675300609373,1.0,0.5151515151515151
190,9,13.115774870786582,0.13779000467528246,1.0,0.6666666666666666
140,5,13.133934667045057,0.13780825221108597,1.0,0.4
110,3,13.229343786031512,0.1350749934010965,1.0,0.4166666666666667
160,8,13.362874822929468,0.14376398343995267,1.0,0.5454545454545454
200,9,13.386318837869583,0.14376262052035138,1.0,0.48484848484848486
130,4,13.49336064833626,0.14154598760917594,1.0,0.4444444444444444
150,8,13.521603573493136,0.14746507582954096,1.0,0.45454545454545453
180,9,13.52337223940852,0.14510733638384163,1.0,0.48484848484848486
130,3,13.582413491326614,0.13919859998362474,1.0,0.4166666666666667
170,8,13.5975102886426,0.1496326657228785,1.0,0.48484848484848486
120,4,13.662538845973748,0.14192037501989768,1.0,0.3888888888888889
120,5,13.69476077379136,0.14277850137208795,1.0,0.37142857142857144
130,5,13.703162613696914,0.1439577862084221,1.0,0.45714285714285713
140,6,13.706135013379201,0.14818321890206895,1.0,0.42857142857142855
120,3,13.811577884104311,0.14315353297556047,1.0,0.3888888888888889
170,9,13.881300936143495,0.15508490864378624,1.0,0.42424242424242425
100,3,13.941471143075825,0.14340458327047279,1.0,0.4166666666666667
160,9,13.986628906011134,0.15176167735673302,1.0,0.5757575757575758
110,4,14.03089433070279,0.1438508347466602,1.0,0.3888888888888889
130,6,14.110875838288276,0.15171512917911614,1.0,0.45714285714285713
100,4,14.123148975864535,0.14700375504286656,1.0,0.4722222222222222
110,5,14.178099289830357,0.14733270765481807,1.0,0.4
150,9,14.240546160723456,0.15739595926277286,1.0,0.48484848484848486
140,7,14.501607018642796,0.16255568010948523,1.0,0.4411764705882353
130,7,14.5958948369557,0.1607092408761332,1.0,0.5
120,6,14.690777564714653,0.15739303210537064,1.0,0.34285714285714286
100,5,14.74719798326101,0.15566986119815876,1.0,0.45714285714285713
110,6,15.244613455427343,0.1629217882664827,1.0,0.3142857142857143
120,7,15.517154058738386,0.17230657525687942,1.0,0.38235294117647056
140,8,15.547106201484718,0.1771419654321495,1.0,0.48484848484848486
100,6,15.608498813670813,0.1697353874142801,1.0,0.42857142857142855
130,8,15.640571479675753,0.17467285597163998,1.0,0.5454545454545454
110,7,15.705056446197178,0.17220315772335626,1.0,0.35294117647058826
100,7,16.42954545704978,0.18311455316771044,1.0,0.5294117647058824
120,8,16.43215806667635,0.18742051037795462,1.0,0.3939393939393939
110,8,16.486794964803213,0.18486921810495546,1.0,0.3939393939393939
140,9,16.60608252719083,0.18929351045662712,1.0,0.48484848484848486
130,9,16.933590999649716,0.1896947463917067,1.0,0.5454545454545454
120,9,17.331448092400258,0.1977101754802568,1.0,0.5151515151515151
100,8,17.65080191254535,0.2016289781502196,1.0,0.5151515151515151
110,9,17.77272590014601,0.2027293846334511,1.0,0.42424242424242425
100,9,17.85118682286329,0.20498748185316393,1.0,0.5757575757575758
