<DATE>	<TIME>	<CLOSE>
2025.03.03	01:20:00	93149.6484375
2025.03.03	01:25:00	92944.046875
2025.03.03	01:30:00	92959.921875
2025.03.03	01:35:00	92738.265625
2025.03.03	01:40:00	92920.2890625
2025.03.03	01:45:00	92811.90625
2025.03.03	01:50:00	92845.46875
2025.03.03	01:55:00	93088.609375
2025.03.03	02:00:00	93009.609375
2025.03.03	02:05:00	92933.7734375
2025.03.03	02:10:00	92958.859375
2025.03.03	02:15:00	92848.71875
2025.03.03	02:20:00	92689.7109375
2025.03.03	02:25:00	92519.609375
2025.03.03	02:30:00	92715.8203125
2025.03.03	02:35:00	93008.4296875
2025.03.03	02:40:00	93073.0859375
2025.03.03	02:45:00	93401.65625
2025.03.03	02:50:00	93236.5234375
2025.03.03	02:55:00	93272.4140625
2025.03.03	03:00:00	93379.7578125
2025.03.03	03:05:00	93014.3828125
2025.03.03	03:10:00	93018.2578125
2025.03.03	03:15:00	92706.671875
2025.03.03	03:20:00	92544.796875
2025.03.03	03:25:00	92574.2265625
2025.03.03	03:30:00	92799.90625
2025.03.03	03:35:00	92744.609375
2025.03.03	03:40:00	92577.8671875
2025.03.03	03:45:00	92690.875
2025.03.03	03:50:00	92788.4609375
2025.03.03	03:55:00	92698.84375
2025.03.03	04:00:00	92753.3203125
2025.03.03	04:05:00	92649.609375
2025.03.03	04:10:00	92727.375
2025.03.03	04:15:00	92637.921875
2025.03.03	04:20:00	92834.5546875
2025.03.03	04:25:00	92675.390625
2025.03.03	04:30:00	92620.515625
2025.03.03	04:35:00	92714.90625
2025.03.03	04:40:00	92690.0859375
2025.03.03	04:45:00	92844.9140625
2025.03.03	04:50:00	92875.8046875
2025.03.03	04:55:00	92818.953125
2025.03.03	05:00:00	92861.7578125
2025.03.03	05:05:00	93033.109375
2025.03.03	05:10:00	93005.6953125
2025.03.03	05:15:00	93023.9609375
2025.03.03	05:20:00	93016.3984375
2025.03.03	05:25:00	92974.5859375
2025.03.03	05:30:00	93019.4765625
